Symbol,Description,Category2,Category3,GICS Sector,Market cap,Dividend yield,Country,Action
IT,Ralph Lauren Corp Class A,Common stocks,Mid cap,Consumer Discretionary,"$8,147,050,279 ",0.62%,USA,Analyze
DISH,Donaldson Inc,Common stocks,Mid cap,Industrials,"$8,142,912,985 ",1.30%,USA,Analyze
DTE,"IAA, Inc.",Common stocks,Mid cap,Industrials,"$8,141,920,362 ",0.00%,USA,Analyze
VTR,Jefferies Financial Group Inc,Common stocks,Mid cap,Financials,"$8,124,872,777 ",2.11%,USA,Analyze
HZNP,"Rexford Industrial Realty, Inc",REITs,Mid cap,Real Estate,"$8,122,253,093 ",1.49%,USA,Analyze
XYL,Apartment Income REIT Corp.,REITs,Mid cap,Real Estate,"$8,117,296,886 ",1.65%,USA,Analyze
TRU,Hill-Rom Holdings Inc,Common stocks,Mid cap,Health Care,"$8,086,206,356 ",0.75%,USA,Analyze
MDB,Knight Transportation Inc,Common stocks,Mid cap,Industrials,"$8,076,920,110 ",0.69%,USA,Analyze
HIG,Onemain Holdings Inc,Common stocks,Mid cap,Financials,"$8,056,711,179 ",3.09%,USA,Analyze
W,Kilroy Realty Corporation,REITs,Mid cap,Real Estate,"$8,033,911,026 ",2.87%,USA,Analyze
KMX,Kohls Corporation,Common stocks,Mid cap,Consumer Discretionary,"$8,027,254,058 ",0.97%,USA,Analyze
MLM,Encompass Health Corp,Common stocks,Mid cap,Health Care,"$8,003,209,764 ",1.04%,USA,Analyze
BURL,"Beyond Meat, Inc.",Common stocks,Mid cap,Consumer Staples,"$7,944,105,316 ",0.00%,USA,Analyze
RNG,Tempur Sealy International Inc,Common stocks,Mid cap,Consumer Discretionary,"$7,858,358,506 ",0.35%,USA,Analyze
EXPD,Mirati Therapeutics Inc,Common stocks,Mid cap,Health Care,"$7,827,613,844 ",0.00%,USA,Analyze
PPL,Brunswick Corp,Common stocks,Mid cap,Consumer Discretionary,"$7,819,378,253 ",0.84%,USA,Analyze
TSCO,Credit Acceptance Corp,Common stocks,Mid cap,Financials,"$7,809,818,226 ",0.00%,USA,Analyze
LNG,Gentex Corp,Common stocks,Mid cap,Consumer Discretionary,"$7,791,997,266 ",1.48%,USA,Analyze
COO,Siteone Landscape Supply Inc,Common stocks,Mid cap,Industrials,"$7,736,278,809 ",0.00%,USA,Analyze
BKR,Capri Holdings Limited,Common stocks,Mid cap,Consumer Discretionary,"$7,732,915,426 ",0.00%,USA,Analyze
K,Royal Gold Inc,Common stocks,Mid cap,Materials,"$7,693,017,721 ",1.00%,USA,Analyze
ESS,Woodward Inc,Common stocks,Mid cap,Industrials,"$7,668,798,239 ",0.40%,USA,Analyze
AVTR,Voya Financial Inc,Common stocks,Mid cap,Financials,"$7,632,718,933 ",1.00%,USA,Analyze
MAA,Chemed Corp,Common stocks,Mid cap,Health Care,"$7,623,031,895 ",0.28%,USA,Analyze
FLT,TuSimple Holdings Inc.,Common stocks,Mid cap,Industrials,"$7,621,813,994 ",0.00%,USA,Analyze
QRVO,US Foods Holding Corp,Common stocks,Mid cap,Consumer Staples,"$7,549,432,292 ",0.00%,USA,Analyze
LB,Alaska Air Group Inc,Common stocks,Mid cap,Industrials,"$7,538,617,384 ",0.00%,USA,Analyze
AEE,Nutanix Inc Class A,Common stocks,Mid cap,Information Technology,"$7,523,116,378 ",0.00%,USA,Analyze
CHD,Organon & Co.,Common stocks,Mid cap,Health Care,"$7,519,284,560 ",0.00%,USA,Analyze
TER,Old Republic International Corp,Common stocks,Mid cap,Financials,"$7,484,656,070 ",3.37%,USA,Analyze
SUI,Starwood Property Trust Inc,Mortgage REITs,Mid cap,Financials,"$7,453,003,359 ",7.18%,USA,Analyze
FE,Mastec Inc,Common stocks,Mid cap,Industrials,"$7,419,987,499 ",0.00%,USA,Analyze
EIX,Boston Beer Inc Class A,Common stocks,Mid cap,Consumer Staples,"$7,414,281,523 ",0.00%,USA,Analyze
ALNY,PVH Corp,Common stocks,Mid cap,Consumer Discretionary,"$7,407,139,974 ",0.00%,USA,Analyze
TRMB,"Virgin Galactic Holdings, Inc.",Common stocks,Mid cap,Industrials,"$7,373,955,708 ",0.00%,USA,Analyze
ETR,Churchill Downs Inc,Common stocks,Mid cap,Consumer Discretionary,"$7,348,560,745 ",0.33%,USA,Analyze
FOX,Reinsurance Group Of America Inc,Common stocks,Mid cap,Financials,"$7,339,686,834 ",2.57%,USA,Analyze
FOXA,Acceleron Pharma Inc,Common stocks,Mid cap,Health Care,"$7,295,461,607 ",0.00%,USA,Analyze
RCL,Caseys General Stores Inc,Common stocks,Mid cap,Consumer Staples,"$7,295,043,609 ",0.67%,USA,Analyze
IR,Alcoa Corp,Common stocks,Mid cap,Materials,"$7,274,796,065 ",0.92%,USA,Analyze
BIO,Skechers USA Inc,Common stocks,Mid cap,Consumer Discretionary,"$7,272,134,161 ",0.00%,USA,Analyze
TYL,New York Times Class A,Common stocks,Mid cap,Communication Services,"$7,257,921,795 ",0.60%,USA,Analyze
BR,Mattel Inc,Common stocks,Mid cap,Consumer Discretionary,"$7,251,049,485 ",0.00%,USA,Analyze
TTWO,First American Financial Corp,Common stocks,Mid cap,Financials,"$7,160,183,524 ",2.76%,USA,Analyze
CRL,Brookfield Renewable Corporation Class A,Common stocks,Mid cap,Utilities,"$7,127,762,422 ",3.20%,Canada,Analyze
DKNG,Apache Corp,Common stocks,Mid cap,Energy,"$7,121,008,211 ",0.27%,USA,Analyze
WDC,"ChargePoint Holdings, Inc.",Common stocks,Mid cap,Industrials,"$7,114,452,043 ",0.00%,USA,Analyze
DPZ,Euronet Worldwide Inc,Common stocks,Mid cap,Information Technology,"$7,067,453,806 ",0.00%,USA,Analyze
PEAK,Affiliated Managers Group Inc,Common stocks,Mid cap,Financials,"$7,054,083,615 ",0.02%,USA,Analyze
CZR,Olin Corp,Common stocks,Mid cap,Materials,"$7,050,538,241 ",1.79%,USA,Analyze
EXAS,Renaissancere Holding Ltd,Common stocks,Mid cap,Financials,"$7,046,495,141 ",0.95%,USA,Analyze
AKAM,"First Industrial Realty Trust, Inc",REITs,Mid cap,Real Estate,"$7,044,120,270 ",1.89%,USA,Analyze
PKI,Janus Henderson Group Plc,Common stocks,Mid cap,Financials,"$6,983,621,554 ",3.56%,USA,Analyze
BILL,Toll Brothers Inc,Common stocks,Mid cap,Consumer Discretionary,"$6,941,133,760 ",0.99%,USA,Analyze
SSNC,Signature Bank,Common stocks,Mid cap,Financials,"$6,935,119,400 ",0.71%,USA,Analyze
UI,"American Campus Communities, Inc",REITs,Mid cap,Real Estate,"$6,919,484,100 ",3.69%,USA,Analyze
DRI,Stifel Financial Corp,Common stocks,Mid cap,Financials,"$6,901,278,228 ",0.80%,USA,Analyze
CTLT,First Citizens Bancshares Inc Class A,Common stocks,Mid cap,Financials,"$6,883,413,176 ",0.23%,USA,Analyze
ALLY,Change Healthcare Inc.,Common stocks,Mid cap,Health Care,"$6,823,004,452 ",0.00%,USA,Analyze
MGM,"Terminix Global Holdings, Inc.",Common stocks,Mid cap,Consumer Discretionary,"$6,816,943,076 ",0.00%,USA,Analyze
DRE,Dicks Sporting Inc,Common stocks,Mid cap,Consumer Discretionary,"$6,816,164,713 ",1.29%,USA,Analyze
NVCR,Coty Inc Class A,Common stocks,Mid cap,Consumer Staples,"$6,810,691,977 ",0.00%,USA,Analyze
MPWR,Cimarex Energy,Common stocks,Mid cap,Energy,"$6,803,519,731 ",1.40%,USA,Analyze
ULTA,Pinnacle Financial Partners Inc,Common stocks,Mid cap,Financials,"$6,769,402,393 ",0.58%,USA,Analyze
HPE,Freshpet Inc,Common stocks,Mid cap,Consumer Staples,"$6,763,505,250 ",0.00%,USA,Analyze
CFG,Axalta Coating Systems Ltd,Common stocks,Mid cap,Materials,"$6,762,127,771 ",0.00%,USA,Analyze
CINF,"Vimeo, Inc.",Common stocks,Mid cap,Communication Services,"$6,752,920,618 ",0.49%,USA,Analyze
KEY,OGE Energy Corp,Common stocks,Mid cap,Utilities,"$6,751,868,379 ",4.69%,USA,Analyze
POOL,Envista Holdings Corporation,Common stocks,Mid cap,Health Care,"$6,715,650,612 ",0.00%,USA,Analyze
RF,Peoples United Financial Inc,Common stocks,Mid cap,Financials,"$6,713,784,218 ",3.40%,USA,Analyze
TFX,Brixmor Property Group Inc,REITs,Mid cap,Real Estate,"$6,669,129,667 ",2.84%,USA,Analyze
GPC,Cullen Frost Bankers Inc,Common stocks,Mid cap,Financials,"$6,668,443,362 ",2.71%,USA,Analyze
HAL,Marriott Vacations Worldwide Corp,Common stocks,Mid cap,Consumer Discretionary,"$6,649,770,859 ",0.00%,USA,Analyze
ROL,Post Holdings Inc,Common stocks,Mid cap,Consumer Staples,"$6,644,862,834 ",0.00%,USA,Analyze
TECH,Choice Hotels International Inc,Common stocks,Mid cap,Consumer Discretionary,"$6,614,499,906 ",0.19%,USA,Analyze
HOLX,Columbia Sportswear,Common stocks,Mid cap,Consumer Discretionary,"$6,610,258,061 ",0.52%,USA,Analyze
NVR,Brooks Automation Inc,Common stocks,Mid cap,Information Technology,"$6,570,802,713 ",0.45%,USA,Analyze
STE,Wyndham Hotels & Resorts Inc,Common stocks,Mid cap,Consumer Discretionary,"$6,553,793,796 ",0.68%,USA,Analyze
DVN,United States Steel Corporation,Common stocks,Mid cap,Materials,"$6,512,321,120 ",0.17%,USA,Analyze
BXP,Penske Automotive Group Inc,Common stocks,Mid cap,Consumer Discretionary,"$6,507,391,351 ",1.59%,USA,Analyze
LYV,Topbuild Corp,Common stocks,Mid cap,Consumer Discretionary,"$6,496,895,321 ",0.00%,USA,Analyze
AMCR,Stericycle Inc,Common stocks,Mid cap,Industrials,"$6,469,127,729 ",0.00%,USA,Analyze
CMS,Cabot Oil & Gas Corp,Common stocks,Mid cap,Energy,"$6,462,611,523 ",2.51%,USA,Analyze
RJF,Boyd Gaming Corp,Common stocks,Mid cap,Consumer Discretionary,"$6,454,738,282 ",0.12%,USA,Analyze
ZEN,Leggett & Platt Inc,Common stocks,Mid cap,Consumer Discretionary,"$6,417,991,399 ",3.32%,USA,Analyze
DT,Tandem Diabetes Care Inc,Common stocks,Mid cap,Health Care,"$6,410,991,624 ",0.00%,USA,Analyze
MKTX,Hanesbrands Inc,Common stocks,Mid cap,Consumer Discretionary,"$6,406,268,342 ",3.23%,USA,Analyze
PTC,Sotera Health Co,Common stocks,Mid cap,Health Care,"$6,390,032,329 ",0.00%,USA,Analyze
VMW,Prosperity Bancshares Inc,Common stocks,Mid cap,Financials,"$6,366,324,172 ",2.79%,USA,Analyze
NTAP,Sonoco Products,Common stocks,Mid cap,Materials,"$6,347,711,393 ",2.76%,USA,Analyze
JBHT,Dolby Laboratories Inc Class A,Common stocks,Mid cap,Information Technology,"$6,341,945,970 ",0.90%,USA,Analyze
PODD,Planet Fitness Inc Class A,Common stocks,Mid cap,Consumer Discretionary,"$6,333,226,771 ",0.00%,USA,Analyze
LYFT,MSA Safety Inc,Common stocks,Mid cap,Industrials,"$6,328,263,085 ",1.07%,USA,Analyze
HEI,Thor Industries Inc,Common stocks,Mid cap,Consumer Discretionary,"$6,327,254,021 ",1.43%,USA,Analyze
HEI.A,MDU Resources Group Inc,Common stocks,Mid cap,Utilities,"$6,313,484,571 ",2.67%,USA,Analyze
PCG,CACI International Inc,Common stocks,Mid cap,Industrials,"$6,309,003,988 ",0.00%,USA,Analyze
J,Lumentum Holdings Inc,Common stocks,Mid cap,Information Technology,"$6,306,531,000 ",0.00%,USA,Analyze
IEX,New Fortress Energy LLC - Class A Shares,Common stocks,Mid cap,Energy,"$6,298,105,245 ",1.31%,USA,Analyze
CAH,Harley Davidson Inc,Common stocks,Mid cap,Consumer Discretionary,"$6,272,627,588 ",0.83%,USA,Analyze
WIX,"Healthcare Trust of America, Inc",REITs,Mid cap,Real Estate,"$6,247,495,233 ",4.41%,USA,Analyze
CE,Nexstar Media Group Inc,Common stocks,Mid cap,Communication Services,"$6,236,822,126 ",1.71%,USA,Analyze
AVY,Coherent Inc,Common stocks,Mid cap,Information Technology,"$6,236,295,225 ",0.00%,USA,Analyze
PFG,Manpower Inc,Common stocks,Mid cap,Industrials,"$6,181,035,846 ",2.13%,USA,Analyze
MTB,Herbalife Ltd,Common stocks,Mid cap,Consumer Staples,"$6,180,201,544 ",0.00%,USA,Analyze
INCY,Perrigo Plc,Common stocks,Mid cap,Health Care,"$6,173,973,229 ",2.00%,USA,Analyze
VICI,Littelfuse Inc,Common stocks,Mid cap,Information Technology,"$6,166,063,554 ",0.76%,USA,Analyze
ELAN,Colfax Corp,Common stocks,Mid cap,Industrials,"$6,158,830,774 ",0.00%,USA,Analyze
DGX,Synnex Corp,Common stocks,Mid cap,Information Technology,"$6,145,415,893 ",0.51%,USA,Analyze
VTRS,"nCino, Inc.",Common stocks,Mid cap,Information Technology,"$6,123,088,684 ",0.00%,USA,Analyze
MKL,Reynolds Consumer Products Inc.,Common stocks,Mid cap,Consumer Staples,"$6,120,756,006 ",3.05%,USA,Analyze
CG,Acuity Brands Inc,Common stocks,Mid cap,Industrials,"$6,109,303,962 ",0.30%,USA,Analyze
COUP,Synovus Financial Corp,Common stocks,Mid cap,Financials,"$6,100,026,100 ",3.18%,USA,Analyze
TDY,Foot Locker Inc,Common stocks,Mid cap,Consumer Discretionary,"$6,063,557,780 ",1.19%,USA,Analyze
CAG,Ollies Bargain Outlet Holdings Inc,Common stocks,Mid cap,Consumer Discretionary,"$6,042,429,018 ",0.00%,USA,Analyze
UDR,Quidel Corp,Common stocks,Mid cap,Health Care,"$5,945,625,520 ",0.00%,USA,Analyze
BSY,CoreSite Realty Corporation,REITs,Mid cap,Real Estate,"$5,922,022,233 ",3.54%,USA,Analyze
PPD,"Douglas Emmett, Inc",REITs,Mid cap,Real Estate,"$5,904,587,642 ",3.29%,USA,Analyze
ATUS,NCR Corp,Common stocks,Mid cap,Information Technology,"$5,903,590,000 ",0.00%,USA,Analyze
ENTG,Ingredion Inc,Common stocks,Mid cap,Consumer Staples,"$5,896,518,442 ",2.88%,USA,Analyze
AGR,Landstar System Inc,Common stocks,Mid cap,Industrials,"$5,896,483,666 ",0.54%,USA,Analyze
UAL,CDK Global Inc,Common stocks,Mid cap,Information Technology,"$5,888,979,952 ",1.24%,USA,Analyze
AES,Timken,Common stocks,Mid cap,Industrials,"$5,881,120,810 ",1.49%,USA,Analyze
XPO,Duck Creek Technologies,Common stocks,Mid cap,Information Technology,"$5,880,955,133 ",0.00%,USA,Analyze
NUAN,Cousins Properties Incorporated,REITs,Mid cap,Real Estate,"$5,877,751,838 ",3.05%,USA,Analyze
CVNA,Integra Lifesciences Holdings Corp,Common stocks,Mid cap,Health Care,"$5,873,640,496 ",0.00%,USA,Analyze
OMC,Popular Inc,Common stocks,Mid cap,Financials,"$5,870,458,365 ",2.25%,USA,Analyze
TXG,QuantumScape Corporation Class A,Common stocks,Mid cap,Consumer Discretionary,"$5,862,641,417 ",0.00%,USA,Analyze
ON,Element Solutions Inc.,Common stocks,Mid cap,Materials,"$5,837,499,613 ",0.68%,USA,Analyze
CLVT,Huntsman Corp,Common stocks,Mid cap,Materials,"$5,832,579,655 ",2.54%,USA,Analyze
ACGL,EQT Corporation,Common stocks,Mid cap,Energy,"$5,825,051,788 ",0.15%,USA,Analyze
RPRX,"Spirit Realty Capital, Inc",REITs,Mid cap,Real Estate,"$5,768,779,210 ",4.88%,USA,Analyze
FICO,Primerica Inc,Common stocks,Mid cap,Financials,"$5,765,435,519 ",1.19%,USA,Analyze
WAB,The AZEK Company Inc. Class A,Common stocks,Mid cap,Industrials,"$5,750,110,084 ",0.00%,USA,Analyze
LKQ,BOK Financial Corp,Common stocks,Mid cap,Financials,"$5,742,697,995 ",2.48%,USA,Analyze
PLUG,Sallie Mae,Common stocks,Mid cap,Financials,"$5,740,001,576 ",0.64%,USA,Analyze
TXT,Unum Group,Common stocks,Mid cap,Financials,"$5,710,564,716 ",4.01%,USA,Analyze
BRO,Eagle Materials Inc,Common stocks,Mid cap,Materials,"$5,700,124,700 ",0.19%,USA,Analyze
EMN,Norwegian Cruise Line Holdings Ltd,Common stocks,Mid cap,Consumer Discretionary,"$5,591,698,000 ",0.00%,USA,Analyze
CGNX,National Oilwell Varco Inc,Common stocks,Mid cap,Energy,"$5,566,665,999 ",0.00%,USA,Analyze
BEN,Pure Storage Inc Class A,Common stocks,Mid cap,Information Technology,"$5,565,958,903 ",0.00%,USA,Analyze
MOH,Evercore Inc. Class A,Common stocks,Mid cap,Financials,"$5,543,390,535 ",1.37%,USA,Analyze
LDOS,Teradata Corp,Common stocks,Mid cap,Information Technology,"$5,542,472,000 ",0.00%,USA,Analyze
MAS,Valvoline Inc,Common stocks,Mid cap,Materials,"$5,537,351,234 ",1.59%,USA,Analyze
ELS,Skillz Inc. Class A,Common stocks,Mid cap,Communication Services,"$5,532,054,331 ",0.00%,USA,Analyze
STNE,"Hayward Holdings, Inc.",Common stocks,Mid cap,Consumer Discretionary,"$5,527,942,067 ",0.00%,USA,Analyze
EVRG,Louisiana Pacific Corp,Common stocks,Mid cap,Materials,"$5,527,814,209 ",1.12%,USA,Analyze
NLOK,Acadia Healthcare Company Inc,Common stocks,Mid cap,Health Care,"$5,521,645,839 ",0.00%,USA,Analyze
CDAY,Vontier Corporation,Common stocks,Mid cap,Information Technology,"$5,516,317,235 ",0.08%,USA,Analyze
ABMD,National Instruments Corp,Common stocks,Mid cap,Information Technology,"$5,509,070,527 ",2.51%,USA,Analyze
CNP,Interactive Brokers Group Inc,Common stocks,Mid cap,Financials,"$5,507,961,713 ",0.49%,USA,Analyze
LNT,TFS Financial Corp,Common stocks,Mid cap,Financials,"$5,494,470,541 ",5.61%,USA,Analyze
MASI,BWX Technologies Inc,Common stocks,Mid cap,Industrials,"$5,480,130,528 ",1.38%,USA,Analyze
FANG,Flowserve Corp,Common stocks,Mid cap,Industrials,"$5,460,207,048 ",1.89%,USA,Analyze
AVLR,Regal Beloit Corp,Common stocks,Mid cap,Industrials,"$5,451,315,696 ",0.91%,USA,Analyze
DISCK,"DoubleVerify Holdings, Inc.",Common stocks,Mid cap,Information Technology,"$5,425,037,155 ",0.00%,USA,Analyze
DISCA,"Lemonade, Inc.",Common stocks,Mid cap,Financials,"$5,394,818,953 ",0.00%,USA,Analyze
NWS,Crane,Common stocks,Mid cap,Industrials,"$5,360,735,342 ",1.86%,USA,Analyze
NWSA,Ultragenyx Pharmaceutical Inc,Common stocks,Mid cap,Health Care,"$5,355,429,691 ",0.00%,USA,Analyze
OSH,Chemours Company,Common stocks,Mid cap,Materials,"$5,343,189,448 ",3.06%,USA,Analyze
WPC,"Medallia, Inc.",Common stocks,Mid cap,Information Technology,"$5,328,635,054 ",0.00%,USA,Analyze
GDDY,Ashland Global Inc,Common stocks,Mid cap,Materials,"$5,328,420,153 ",1.28%,USA,Analyze
NVAX,Sarepta Therapeutics Inc,Common stocks,Mid cap,Health Care,"$5,311,391,204 ",0.00%,USA,Analyze
AGL,Everbridge Inc,Common stocks,Mid cap,Information Technology,"$5,298,799,567 ",0.00%,USA,Analyze
AAL,Gates Industrial Corporation Plc,Common stocks,Mid cap,Industrials,"$5,292,793,773 ",0.00%,USA,Analyze
CPT,Pilgrims Pride Corp,Common stocks,Mid cap,Consumer Staples,"$5,280,243,585 ",0.00%,USA,Analyze
LUMN,Ionis Pharmaceuticals Inc,Common stocks,Mid cap,Health Care,"$5,274,836,508 ",0.00%,USA,Analyze
HAS,"IDACORP, Inc.",Common stocks,Mid cap,Utilities,"$5,274,321,058 ",2.65%,USA,Analyze
RH,Nvent Electric Plc,Common stocks,Mid cap,Industrials,"$5,219,810,381 ",2.23%,USA,Analyze
CTXS,SL Green Realty Corp,REITs,Mid cap,Real Estate,"$5,208,482,997 ",4.71%,USA,Analyze
L,"Vroom, Inc.",Common stocks,Mid cap,Consumer Discretionary,"$5,198,984,840 ",0.00%,USA,Analyze
HBAN,New York Community Bancorp,Common stocks,Mid cap,Financials,"$5,185,424,854 ",5.95%,USA,Analyze
SJM,Driven Brands Holdings Inc.,Common stocks,Mid cap,Industrials,"$5,184,744,685 ",0.00%,USA,Analyze
BMRN,"Fastly, Inc. Class A",Common stocks,Mid cap,Information Technology,"$5,181,026,000 ",0.00%,USA,Analyze
HWM,Exelixis Inc,Common stocks,Mid cap,Health Care,"$5,174,022,755 ",0.00%,USA,Analyze
PHM,Rayonier Inc,REITs,Mid cap,Real Estate,"$5,171,913,805 ",2.87%,USA,Analyze
IPG,Adaptive Biotechnologies Corporation,Common stocks,Mid cap,Health Care,"$5,166,256,212 ",0.00%,USA,Analyze
AAP,"C3.ai, Inc. Class A",Common stocks,Mid cap,Information Technology,"$5,145,928,513 ",0.00%,USA,Analyze
XRAY,Nordstrom Inc,Common stocks,Mid cap,Consumer Discretionary,"$5,145,139,129 ",0.00%,USA,Analyze
WHR,Jetblue Airways Corp,Common stocks,Mid cap,Industrials,"$5,088,354,758 ",0.00%,USA,Analyze
FMC,Wendys,Common stocks,Mid cap,Consumer Discretionary,"$5,086,838,024 ",1.34%,USA,Analyze
ESTC,Science Applications International,Common stocks,Mid cap,Industrials,"$5,086,498,339 ",1.68%,USA,Analyze
FBHS,Clean Harbors Inc,Common stocks,Mid cap,Industrials,"$5,070,170,229 ",0.00%,USA,Analyze
CPB,Armstrong World Industries Inc,Common stocks,Mid cap,Industrials,"$5,054,963,965 ",0.78%,USA,Analyze
CCK,Flowers Foods Inc,Common stocks,Mid cap,Consumer Staples,"$5,053,722,051 ",3.35%,USA,Analyze
MHK,Bank of the Ozarks,Common stocks,Mid cap,Financials,"$5,021,137,410 ",2.03%,USA,Analyze
FIVN,Hexcel Corp,Common stocks,Mid cap,Industrials,"$5,000,386,733 ",0.00%,USA,Analyze
AMH,Howard Hughes Corp,Common stocks,Mid cap,Real Estate,"$4,992,433,018 ",0.00%,USA,Analyze
WRB,"Lazard, LTD.",Common stocks,Mid cap,Financials,"$4,976,367,596 ",3.14%,USA,Analyze
GME,Graphic Packaging Holding,Common stocks,Mid cap,Materials,"$4,970,688,905 ",1.70%,USA,Analyze
UHS,Alliance Data Systems Corp,Common stocks,Mid cap,Information Technology,"$4,949,988,163 ",0.84%,USA,Analyze
WRK,"Qurate Retail, Inc. Series A",Common stocks,Mid cap,Consumer Discretionary,"$4,945,685,435 ",0.00%,USA,Analyze
JKHY,"Diversey Holdings, Ltd.",Common stocks,Mid cap,Materials,"$4,934,395,164 ",0.00%,USA,Analyze
NDSN,"Allegro MicroSystems, Inc.",Common stocks,Mid cap,Information Technology,"$4,902,797,167 ",0.00%,USA,Analyze
ATO,Fireeye Inc,Common stocks,Mid cap,Information Technology,"$4,895,283,569 ",0.00%,USA,Analyze
CLR,"Highwoods Properties, Inc",REITs,Mid cap,Real Estate,"$4,892,700,707 ",4.01%,USA,Analyze
FNF,Travel & Leisure Co.,Common stocks,Mid cap,Consumer Discretionary,"$4,890,885,874 ",2.11%,USA,Analyze
GGG,Valmont Inds Inc,Common stocks,Mid cap,Industrials,"$4,882,446,836 ",0.82%,USA,Analyze
FDS,Cirrus Logic Inc,Common stocks,Mid cap,Information Technology,"$4,839,611,145 ",0.00%,USA,Analyze
STLD,"Leslies, Inc.",Common stocks,Mid cap,Consumer Discretionary,"$4,805,935,131 ",0.00%,USA,Analyze
EQH,Alteryx Inc Class A,Common stocks,Mid cap,Information Technology,"$4,803,985,455 ",0.00%,USA,Analyze
PKG,TripAdvisor Inc,Common stocks,Mid cap,Communication Services,"$4,796,837,625 ",20.85%,USA,Analyze
DVA,Curtiss Wright Corp,Common stocks,Mid cap,Industrials,"$4,794,276,467 ",0.44%,USA,Analyze
MTN,Pacwest Bancorp,Common stocks,Mid cap,Financials,"$4,787,729,078 ",2.42%,USA,Analyze
BKI,"Maravai LifeSciences Holdings, Inc",Common stocks,Mid cap,Health Care,"$4,750,155,951 ",0.00%,USA,Analyze
IRM,Hanover Insurance Group Inc,Common stocks,Mid cap,Financials,"$4,745,563,306 ",2.06%,USA,Analyze
CBOE,"Petco Health and Wellness Company, Inc. - Class A",Common stocks,Mid cap,Consumer Discretionary,"$4,740,214,721 ",0.00%,USA,Analyze
FND,Air Lease Corp,Common stocks,Mid cap,Industrials,"$4,739,587,495 ",1.51%,USA,Analyze
SC,FTI Consulting Inc,Common stocks,Mid cap,Industrials,"$4,724,246,738 ",0.00%,USA,Analyze
ATH,Hawaiian Electric Industries Inc,Common stocks,Mid cap,Utilities,"$4,718,824,127 ",3.06%,USA,Analyze
CHGG,HollyFrontier Corp,Common stocks,Mid cap,Energy,"$4,715,719,913 ",3.58%,USA,Analyze
ALLE,National Fuel Gas,Common stocks,Mid cap,Utilities,"$4,707,246,553 ",3.42%,USA,Analyze
IAC,MGIC Investment Corp,Common stocks,Mid cap,Financials,"$4,611,299,371 ",1.76%,USA,Analyze
LII,W.R. Grace,Common stocks,Mid cap,Materials,"$4,608,461,435 ",1.33%,USA,Analyze
CHRW,Spirit Aerosystems Inc,Common stocks,Mid cap,Industrials,"$4,602,619,867 ",0.09%,USA,Analyze
PWR,Seaboard Corp,Common stocks,Mid cap,Consumer Staples,"$4,578,042,729 ",0.23%,USA,Analyze
MPW,New Relic Inc,Common stocks,Mid cap,Information Technology,"$4,562,436,671 ",0.00%,USA,Analyze
BRKR,"Signify Health, Inc.",Common stocks,Mid cap,Health Care,"$4,551,204,927 ",0.00%,USA,Analyze
BAH,Xerox Corp,Common stocks,Mid cap,Information Technology,"$4,533,796,242 ",4.17%,USA,Analyze
RE,Park Hotels & Resorts Inc,REITs,Mid cap,Real Estate,"$4,516,968,779 ",0.00%,USA,Analyze
WYNN,New Residential Investment Corp,Mortgage REITs,Mid cap,Financials,"$4,447,148,416 ",7.67%,USA,Analyze
TTC,McAfee Corp.,Common stocks,Mid cap,Information Technology,"$4,425,656,475 ",1.18%,USA,Analyze
WTRG,H&R Block Inc,Common stocks,Mid cap,Consumer Discretionary,"$4,422,326,493 ",4.23%,USA,Analyze
CNA,Kemper Corp,Common stocks,Mid cap,Financials,"$4,418,286,006 ",1.77%,USA,Analyze
SNA,Carters Inc,Common stocks,Mid cap,Consumer Discretionary,"$4,390,852,444 ",0.40%,USA,Analyze
NLY,Silgan Holdings Inc,Common stocks,Mid cap,Materials,"$4,368,502,715 ",1.31%,USA,Analyze
AXON,Allison Transmission Holdings Inc,Common stocks,Mid cap,Industrials,"$4,364,265,469 ",1.80%,USA,Analyze
WSM,Webster Financial Corp,Common stocks,Mid cap,Financials,"$4,362,099,174 ",3.28%,USA,Analyze
LNC,JBG Smith Properties,REITs,Mid cap,Real Estate,"$4,337,759,978 ",2.71%,USA,Analyze
QGEN,Premier Inc Class A,Common stocks,Mid cap,Health Care,"$4,316,113,032 ",2.14%,USA,Analyze
NWL,Axis Capital Holdings Ltd,Common stocks,Mid cap,Financials,"$4,238,856,052 ",3.30%,USA,Analyze
CABO,Datto Holding Corp.,Common stocks,Mid cap,Information Technology,"$4,238,326,000 ",8.90%,USA,Analyze
TPL,Frontdoor Inc,Common stocks,Mid cap,Consumer Discretionary,"$4,223,418,185 ",0.00%,USA,Analyze
DECK,Commscope Holding Inc,Common stocks,Mid cap,Information Technology,"$4,212,183,563 ",0.00%,USA,Analyze
IVZ,Grand Canyon Education Inc,Common stocks,Mid cap,Consumer Discretionary,"$4,202,547,461 ",0.00%,USA,Analyze
MOS,Sterling Bancorp,Common stocks,Mid cap,Financials,"$4,179,997,742 ",1.28%,USA,Analyze
TPR,ICU Medical Inc,Common stocks,Mid cap,Health Care,"$4,164,818,017 ",0.00%,USA,Analyze
FFIV,"Hudson Pacific Properties, Inc",REITs,Mid cap,Real Estate,"$4,143,617,440 ",3.59%,USA,Analyze
